zone_id,hour_of_day,day_of_week,is_weekend,is_raining,base_zone_demand,prev_hour_orders,actual_orders
marathahalli,22,5,1,1,14,17,18
hsr_layout,22,5,1,1,13,21,21
jp_nagar,22,5,1,1,11,15,17
electronic_city,22,5,1,1,10,12,13
hebbal,22,5,1,1,9,12,13
koramangala,23,5,1,1,18,23,30
indiranagar,23,5,1,1,15,19,19
whitefield,23,5,1,1,12,16,17
marathahalli,23,5,1,1,14,21,20
hsr_layout,23,5,1,1,13,16,19
jp_nagar,23,5,1,1,11,19,16
electronic_city,23,5,1,1,10,17,10
hebbal,23,5,1,1,9,11,13
koramangala,0,6,1,0,18,4,3
indiranagar,0,6,1,0,15,3,1
whitefield,0,6,1,0,12,2,4
marathahalli,0,6,1,0,14,4,0
hsr_layout,0,6,1,0,13,3,5
jp_nagar,0,6,1,0,11,2,3
electronic_city,0,6,1,0,10,2,3
hebbal,0,6,1,0,9,2,1
koramangala,1,6,1,0,18,4,3
indiranagar,1,6,1,0,15,3,0
whitefield,1,6,1,0,12,3,1
marathahalli,1,6,1,0,14,4,4
hsr_layout,1,6,1,0,13,2,3
jp_nagar,1,6,1,0,11,2,0
electronic_city,1,6,1,0,10,2,1
hebbal,1,6,1,0,9,1,1
koramangala,2,6,1,0,18,5,1
indiranagar,2,6,1,0,15,3,3
whitefield,2,6,1,0,12,2,1
marathahalli,2,6,1,0,14,3,2
hsr_layout,2,6,1,0,13,3,2
jp_nagar,2,6,1,0,11,3,1
electronic_city,2,6,1,0,10,3,1
hebbal,2,6,1,0,9,2,1
koramangala,3,6,1,0,18,3,4
indiranagar,3,6,1,0,15,4,2
whitefield,3,6,1,0,12,2,2
marathahalli,3,6,1,0,14,3,5
hsr_layout,3,6,1,0,13,4,3
jp_nagar,3,6,1,0,11,2,4
electronic_city,3,6,1,0,10,2,0
hebbal,3,6,1,0,9,2,2
koramangala,4,6,1,0,18,4,2
indiranagar,4,6,1,0,15,3,0
whitefield,4,6,1,0,12,2,1
marathahalli,4,6,1,0,14,3,4
hsr_layout,4,6,1,0,13,3,4
jp_nagar,4,6,1,0,11,2,2
electronic_city,4,6,1,0,10,2,0
hebbal,4,6,1,0,9,2,1
koramangala,5,6,1,0,18,4,4
indiranagar,5,6,1,0,15,3,4
whitefield,5,6,1,0,12,3,0
marathahalli,5,6,1,0,14,3,1
hsr_layout,5,6,1,0,13,3,2
jp_nagar,5,6,1,0,11,3,2
electronic_city,5,6,1,0,10,2,0
hebbal,5,6,1,0,9,2,1
koramangala,6,6,1,0,18,22,19
indiranagar,6,6,1,0,15,18,17
whitefield,6,6,1,0,12,13,15
marathahalli,6,6,1,0,14,15,13
hsr_layout,6,6,1,0,13,14,13
jp_nagar,6,6,1,0,11,10,9
electronic_city,6,6,1,0,10,10,8
hebbal,6,6,1,0,9,9,10
koramangala,7,6,1,0,18,26,31
indiranagar,7,6,1,0,15,20,25
whitefield,7,6,1,0,12,22,17
marathahalli,7,6,1,0,14,22,24
hsr_layout,7,6,1,0,13,18,20
jp_nagar,7,6,1,0,11,18,16
electronic_city,7,6,1,0,10,12,17
hebbal,7,6,1,0,9,12,10
koramangala,8,6,1,0,18,24,26
indiranagar,8,6,1,0,15,27,23
whitefield,8,6,1,0,12,22,21
marathahalli,8,6,1,0,14,20,17
hsr_layout,8,6,1,0,13,21,21
jp_nagar,8,6,1,0,11,17,17
electronic_city,8,6,1,0,10,16,11
hebbal,8,6,1,0,9,11,15
koramangala,9,6,1,0,18,26,26
indiranagar,9,6,1,0,15,23,24
whitefield,9,6,1,0,12,19,14
marathahalli,9,6,1,0,14,23,22
hsr_layout,9,6,1,0,13,21,18
jp_nagar,9,6,1,0,11,15,16
electronic_city,9,6,1,0,10,12,18
hebbal,9,6,1,0,9,11,11
koramangala,10,6,1,0,18,19,18
indiranagar,10,6,1,0,15,13,13
whitefield,10,6,1,0,12,12,12
marathahalli,10,6,1,0,14,17,10
hsr_layout,10,6,1,0,13,11,13
jp_nagar,10,6,1,0,11,10,11
electronic_city,10,6,1,0,10,9,10
hebbal,10,6,1,0,9,8,8
koramangala,11,6,1,0,18,36,36
indiranagar,11,6,1,0,15,28,33
whitefield,11,6,1,0,12,20,29
marathahalli,11,6,1,0,14,27,28
hsr_layout,11,6,1,0,13,26,28
jp_nagar,11,6,1,0,11,25,25
electronic_city,11,6,1,0,10,23,22
hebbal,11,6,1,0,9,15,18
koramangala,12,6,1,0,18,42,41
indiranagar,12,6,1,0,15,36,30
whitefield,12,6,1,0,12,21,25
marathahalli,12,6,1,0,14,26,26
hsr_layout,12,6,1,0,13,26,26
jp_nagar,12,6,1,0,11,23,20
electronic_city,12,6,1,0,10,17,19
hebbal,12,6,1,0,9,16,12
koramangala,13,6,1,0,18,30,36
indiranagar,13,6,1,0,15,34,32
whitefield,13,6,1,0,12,29,28
marathahalli,13,6,1,0,14,34,28
hsr_layout,13,6,1,0,13,26,27
jp_nagar,13,6,1,0,11,23,20
electronic_city,13,6,1,0,10,16,23
hebbal,13,6,1,0,9,17,17
koramangala,14,6,1,0,18,16,21
indiranagar,14,6,1,0,15,14,17
whitefield,14,6,1,0,12,13,11
marathahalli,14,6,1,0,14,14,14
hsr_layout,14,6,1,0,13,14,13
jp_nagar,14,6,1,0,11,13,11
electronic_city,14,6,1,0,10,9,9
hebbal,14,6,1,0,9,10,9
koramangala,15,6,1,0,18,20,17
indiranagar,15,6,1,0,15,16,16
whitefield,15,6,1,0,12,12,13
marathahalli,15,6,1,0,14,13,16
hsr_layout,15,6,1,0,13,15,13
jp_nagar,15,6,1,0,11,9,12
electronic_city,15,6,1,0,10,11,11
hebbal,15,6,1,0,9,8,6
koramangala,16,6,1,0,18,21,21
indiranagar,16,6,1,0,15,13,16
whitefield,16,6,1,0,12,14,10
marathahalli,16,6,1,0,14,13,14
hsr_layout,16,6,1,0,13,14,13
jp_nagar,16,6,1,0,11,10,11
electronic_city,16,6,1,0,10,11,11
hebbal,16,6,1,0,9,7,9
koramangala,17,6,1,0,18,20,17
indiranagar,17,6,1,0,15,13,18
whitefield,17,6,1,0,12,14,12
marathahalli,17,6,1,0,14,13,14
hsr_layout,17,6,1,0,13,15,13
jp_nagar,17,6,1,0,11,9,14
electronic_city,17,6,1,0,10,10,14
hebbal,17,6,1,0,9,10,6
koramangala,18,6,1,0,18,17,19
indiranagar,18,6,1,0,15,13,10
whitefield,18,6,1,0,12,14,12
marathahalli,18,6,1,0,14,16,12
hsr_layout,18,6,1,0,13,11,14
jp_nagar,18,6,1,0,11,12,8
electronic_city,18,6,1,0,10,12,7
hebbal,18,6,1,0,9,9,8
koramangala,19,6,1,0,18,51,37
indiranagar,19,6,1,0,15,33,36
whitefield,19,6,1,0,12,26,24
marathahalli,19,6,1,0,14,35,34
hsr_layout,19,6,1,0,13,34,24
jp_nagar,19,6,1,0,11,22,28
electronic_city,19,6,1,0,10,19,27
hebbal,19,6,1,0,9,26,19
koramangala,20,6,1,0,18,44,35
indiranagar,20,6,1,0,15,38,41
whitefield,20,6,1,0,12,32,33
marathahalli,20,6,1,0,14,34,32
hsr_layout,20,6,1,0,13,31,27
jp_nagar,20,6,1,0,11,31,31
electronic_city,20,6,1,0,10,27,22
hebbal,20,6,1,0,9,23,20
koramangala,21,6,1,0,18,36,41
indiranagar,21,6,1,0,15,34,32
whitefield,21,6,1,0,12,29,31
marathahalli,21,6,1,0,14,37,35
hsr_layout,21,6,1,0,13,27,31
jp_nagar,21,6,1,0,11,31,25
electronic_city,21,6,1,0,10,26,26
hebbal,21,6,1,0,9,21,22
koramangala,22,6,1,0,18,19,17
indiranagar,22,6,1,0,15,15,15
whitefield,22,6,1,0,12,14,13
marathahalli,22,6,1,0,14,16,11
hsr_layout,22,6,1,0,13,12,14
jp_nagar,22,6,1,0,11,12,7
electronic_city,22,6,1,0,10,10,7
hebbal,22,6,1,0,9,8,10
koramangala,23,6,1,0,18,15,16
indiranagar,23,6,1,0,15,18,16
whitefield,23,6,1,0,12,14,11
marathahalli,23,6,1,0,14,16,14
hsr_layout,23,6,1,0,13,12,14
jp_nagar,23,6,1,0,11,9,12
electronic_city,23,6,1,0,10,10,12
hebbal,23,6,1,0,9,9,5
koramangala,0,0,0,0,18,3,1
indiranagar,0,0,0,0,15,3,0
whitefield,0,0,0,0,12,2,0
marathahalli,0,0,0,0,14,2,3
hsr_layout,0,0,0,0,13,2,2
jp_nagar,0,0,0,0,11,2,1
electronic_city,0,0,0,0,10,1,0
hebbal,0,0,0,0,9,1,0
koramangala,1,0,0,0,18,4,4
indiranagar,1,0,0,0,15,3,3
whitefield,1,0,0,0,12,2,0
marathahalli,1,0,0,0,14,3,2
hsr_layout,1,0,0,0,13,2,3
jp_nagar,1,0,0,0,11,2,0
electronic_city,1,0,0,0,10,2,3
hebbal,1,0,0,0,9,2,5
koramangala,2,0,0,0,18,3,2
indiranagar,2,0,0,0,15,2,3
whitefield,2,0,0,0,12,2,0
marathahalli,2,0,0,0,14,2,2
hsr_layout,2,0,0,0,13,2,2
jp_nagar,2,0,0,0,11,1,1
electronic_city,2,0,0,0,10,1,0
hebbal,2,0,0,0,9,1,2
koramangala,3,0,0,0,18,3,5
indiranagar,3,0,0,0,15,2,3
whitefield,3,0,0,0,12,2,3
marathahalli,3,0,0,0,14,2,1
hsr_layout,3,0,0,0,13,2,3
jp_nagar,3,0,0,0,11,2,2
electronic_city,3,0,0,0,10,1,0
hebbal,3,0,0,0,9,2,1
koramangala,4,0,0,0,18,3,1
indiranagar,4,0,0,0,15,2,2
whitefield,4,0,0,0,12,2,2
marathahalli,4,0,0,0,14,3,3
hsr_layout,4,0,0,0,13,2,0
jp_nagar,4,0,0,0,11,2,2
electronic_city,4,0,0,0,10,2,2
hebbal,4,0,0,0,9,1,0
koramangala,5,0,0,0,18,3,1
indiranagar,5,0,0,0,15,2,2
whitefield,5,0,0,0,12,2,1
marathahalli,5,0,0,0,14,3,2
hsr_layout,5,0,0,0,13,2,1
jp_nagar,5,0,0,0,11,2,0
electronic_city,5,0,0,0,10,2,0
hebbal,5,0,0,0,9,1,0
koramangala,6,0,0,0,18,15,12
indiranagar,6,0,0,0,15,13,8
whitefield,6,0,0,0,12,9,11
marathahalli,6,0,0,0,14,13,8
hsr_layout,6,0,0,0,13,11,12
jp_nagar,6,0,0,0,11,8,7
electronic_city,6,0,0,0,10,8,10
hebbal,6,0,0,0,9,7,6
koramangala,7,0,0,0,18,21,21
indiranagar,7,0,0,0,15,19,15
whitefield,7,0,0,0,12,16,11
marathahalli,7,0,0,0,14,14,20
hsr_layout,7,0,0,0,13,16,16
jp_nagar,7,0,0,0,11,15,14
electronic_city,7,0,0,0,10,11,11
hebbal,7,0,0,0,9,9,9
koramangala,8,0,0,0,18,19,19
indiranagar,8,0,0,0,15,15,18
whitefield,8,0,0,0,12,15,11
marathahalli,8,0,0,0,14,18,17
hsr_layout,8,0,0,0,13,16,14
jp_nagar,8,0,0,0,11,11,12
electronic_city,8,0,0,0,10,11,15
hebbal,8,0,0,0,9,12,10
koramangala,9,0,0,0,18,25,18
indiranagar,9,0,0,0,15,14,20
whitefield,9,0,0,0,12,15,13
marathahalli,9,0,0,0,14,19,19
hsr_layout,9,0,0,0,13,15,12
jp_nagar,9,0,0,0,11,11,13
electronic_city,9,0,0,0,10,12,14
hebbal,9,0,0,0,9,11,8
koramangala,10,0,0,0,18,15,17
indiranagar,10,0,0,0,15,12,9
whitefield,10,0,0,0,12,11,12
marathahalli,10,0,0,0,14,10,10
hsr_layout,10,0,0,0,13,9,8
jp_nagar,10,0,0,0,11,7,5
electronic_city,10,0,0,0,10,8,7
hebbal,10,0,0,0,9,5,5
koramangala,11,0,0,0,18,29,25
indiranagar,11,0,0,0,15,26,25
whitefield,11,0,0,0,12,16,20
marathahalli,11,0,0,0,14,23,21
hsr_layout,11,0,0,0,13,21,18
jp_nagar,11,0,0,0,11,14,17
electronic_city,11,0,0,0,10,17,12
hebbal,11,0,0,0,9,16,14
koramangala,12,0,0,0,18,29,27
indiranagar,12,0,0,0,15,26,25
whitefield,12,0,0,0,12,19,18
marathahalli,12,0,0,0,14,24,24
hsr_layout,12,0,0,0,13,17,23
jp_nagar,12,0,0,0,11,20,20
electronic_city,12,0,0,0,10,13,15
hebbal,12,0,0,0,9,12,13
koramangala,13,0,0,0,18,32,24
indiranagar,13,0,0,0,15,20,21
whitefield,13,0,0,0,12,16,20
marathahalli,13,0,0,0,14,25,19
hsr_layout,13,0,0,0,13,24,20
jp_nagar,13,0,0,0,11,16,19
electronic_city,13,0,0,0,10,15,18
hebbal,13,0,0,0,9,11,13
koramangala,14,0,0,0,18,16,11
indiranagar,14,0,0,0,15,13,8
whitefield,14,0,0,0,12,9,9
marathahalli,14,0,0,0,14,12,10
hsr_layout,14,0,0,0,13,12,8
jp_nagar,14,0,0,0,11,8,8
electronic_city,14,0,0,0,10,6,7
hebbal,14,0,0,0,9,6,7
koramangala,15,0,0,0,18,13,15
indiranagar,15,0,0,0,15,14,10
whitefield,15,0,0,0,12,8,10
marathahalli,15,0,0,0,14,9,10
hsr_layout,15,0,0,0,13,8,9
jp_nagar,15,0,0,0,11,8,8
electronic_city,15,0,0,0,10,7,5
hebbal,15,0,0,0,9,6,7
koramangala,16,0,0,0,18,15,14
indiranagar,16,0,0,0,15,9,12
whitefield,16,0,0,0,12,11,9
marathahalli,16,0,0,0,14,9,7
hsr_layout,16,0,0,0,13,11,10
jp_nagar,16,0,0,0,11,9,9
electronic_city,16,0,0,0,10,6,8
hebbal,16,0,0,0,9,7,5
koramangala,17,0,0,0,18,14,13
indiranagar,17,0,0,0,15,10,8
whitefield,17,0,0,0,12,9,5
marathahalli,17,0,0,0,14,11,9
hsr_layout,17,0,0,0,13,9,8
jp_nagar,17,0,0,0,11,10,6
electronic_city,17,0,0,0,10,6,6
hebbal,17,0,0,0,9,8,6
koramangala,18,0,0,0,18,12,15
indiranagar,18,0,0,0,15,10,12
whitefield,18,0,0,0,12,8,12
marathahalli,18,0,0,0,14,11,10
hsr_layout,18,0,0,0,13,11,11
jp_nagar,18,0,0,0,11,8,8
electronic_city,18,0,0,0,10,9,5
hebbal,18,0,0,0,9,8,5
koramangala,19,0,0,0,18,32,35
indiranagar,19,0,0,0,15,33,28
whitefield,19,0,0,0,12,23,28
marathahalli,19,0,0,0,14,26,21
hsr_layout,19,0,0,0,13,19,23
jp_nagar,19,0,0,0,11,18,17
electronic_city,19,0,0,0,10,18,20
hebbal,19,0,0,0,9,14,18
koramangala,20,0,0,0,18,40,37
indiranagar,20,0,0,0,15,25,25
whitefield,20,0,0,0,12,24,16
marathahalli,20,0,0,0,14,31,27
hsr_layout,20,0,0,0,13,24,24
jp_nagar,20,0,0,0,11,20,20
electronic_city,20,0,0,0,10,21,15
hebbal,20,0,0,0,9,15,18
koramangala,21,0,0,0,18,40,33
indiranagar,21,0,0,0,15,26,22
whitefield,21,0,0,0,12,18,22
marathahalli,21,0,0,0,14,31,21
hsr_layout,21,0,0,0,13,20,26
jp_nagar,21,0,0,0,11,21,19
electronic_city,21,0,0,0,10,21,21
hebbal,21,0,0,0,9,16,12
koramangala,22,0,0,0,18,15,12
indiranagar,22,0,0,0,15,12,11
whitefield,22,0,0,0,12,11,9
marathahalli,22,0,0,0,14,10,10
hsr_layout,22,0,0,0,13,12,12
jp_nagar,22,0,0,0,11,9,6
electronic_city,22,0,0,0,10,8,7
hebbal,22,0,0,0,9,7,8
koramangala,23,0,0,0,18,16,18
indiranagar,23,0,0,0,15,12,11
whitefield,23,0,0,0,12,10,10
marathahalli,23,0,0,0,14,11,9
hsr_layout,23,0,0,0,13,10,5
jp_nagar,23,0,0,0,11,7,10
electronic_city,23,0,0,0,10,8,8
hebbal,23,0,0,0,9,6,7
koramangala,0,1,0,0,18,3,1
indiranagar,0,1,0,0,15,2,3
whitefield,0,1,0,0,12,2,4
marathahalli,0,1,0,0,14,2,2
hsr_layout,0,1,0,0,13,2,2
jp_nagar,0,1,0,0,11,2,2
electronic_city,0,1,0,0,10,1,0
hebbal,0,1,0,0,9,1,3
koramangala,1,1,0,0,18,2,2
indiranagar,1,1,0,0,15,3,2
whitefield,1,1,0,0,12,2,0
marathahalli,1,1,0,0,14,2,0
hsr_layout,1,1,0,0,13,2,4
jp_nagar,1,1,0,0,11,1,1
electronic_city,1,1,0,0,10,1,3
hebbal,1,1,0,0,9,1,0
koramangala,2,1,0,0,18,3,0
indiranagar,2,1,0,0,15,2,3
whitefield,2,1,0,0,12,2,1
marathahalli,2,1,0,0,14,2,3
hsr_layout,2,1,0,0,13,2,2
jp_nagar,2,1,0,0,11,2,0
electronic_city,2,1,0,0,10,1,2
hebbal,2,1,0,0,9,1,4
koramangala,3,1,0,0,18,3,3
indiranagar,3,1,0,0,15,3,1
whitefield,3,1,0,0,12,2,3
marathahalli,3,1,0,0,14,2,3
hsr_layout,3,1,0,0,13,3,2
jp_nagar,3,1,0,0,11,1,0
electronic_city,3,1,0,0,10,2,1
hebbal,3,1,0,0,9,1,2
koramangala,4,1,0,0,18,4,1
indiranagar,4,1,0,0,15,2,5
whitefield,4,1,0,0,12,2,1
marathahalli,4,1,0,0,14,3,1
hsr_layout,4,1,0,0,13,2,3
jp_nagar,4,1,0,0,11,1,0
electronic_city,4,1,0,0,10,1,3
hebbal,4,1,0,0,9,1,0
koramangala,5,1,0,0,18,3,2
indiranagar,5,1,0,0,15,3,3
whitefield,5,1,0,0,12,2,2
marathahalli,5,1,0,0,14,2,0
hsr_layout,5,1,0,0,13,2,0
jp_nagar,5,1,0,0,11,2,3
electronic_city,5,1,0,0,10,2,1
hebbal,5,1,0,0,9,2,0
koramangala,6,1,0,0,18,16,10
indiranagar,6,1,0,0,15,12,11
whitefield,6,1,0,0,12,10,5
marathahalli,6,1,0,0,14,9,11
hsr_layout,6,1,0,0,13,10,9
jp_nagar,6,1,0,0,11,7,5
electronic_city,6,1,0,0,10,6,8
hebbal,6,1,0,0,9,8,7
koramangala,7,1,0,0,18,22,21
indiranagar,7,1,0,0,15,14,14
whitefield,7,1,0,0,12,13,15
marathahalli,7,1,0,0,14,14,16
hsr_layout,7,1,0,0,13,15,13
jp_nagar,7,1,0,0,11,13,12
electronic_city,7,1,0,0,10,10,10
hebbal,7,1,0,0,9,10,10
koramangala,8,1,0,0,18,20,20
indiranagar,8,1,0,0,15,14,15
whitefield,8,1,0,0,12,15,13
marathahalli,8,1,0,0,14,16,17
hsr_layout,8,1,0,0,13,13,11
jp_nagar,8,1,0,0,11,15,11
electronic_city,8,1,0,0,10,11,11
hebbal,8,1,0,0,9,8,7
koramangala,9,1,0,0,18,24,18
indiranagar,9,1,0,0,15,19,17
whitefield,9,1,0,0,12,16,12
marathahalli,9,1,0,0,14,15,15
hsr_layout,9,1,0,0,13,13,14
jp_nagar,9,1,0,0,11,15,8
electronic_city,9,1,0,0,10,13,8
hebbal,9,1,0,0,9,11,13
koramangala,10,1,0,0,18,15,11
indiranagar,10,1,0,0,15,12,10
whitefield,10,1,0,0,12,7,8
marathahalli,10,1,0,0,14,10,12
hsr_layout,10,1,0,0,13,12,8
jp_nagar,10,1,0,0,11,9,6
electronic_city,10,1,0,0,10,7,8
hebbal,10,1,0,0,9,6,5
koramangala,11,1,0,0,18,32,32
indiranagar,11,1,0,0,15,28,26
whitefield,11,1,0,0,12,18,19
marathahalli,11,1,0,0,14,26,20
hsr_layout,11,1,0,0,13,20,21
jp_nagar,11,1,0,0,11,17,16
electronic_city,11,1,0,0,10,16,16
hebbal,11,1,0,0,9,12,11
koramangala,12,1,0,0,18,29,30
indiranagar,12,1,0,0,15,25,24
whitefield,12,1,0,0,12,18,21
marathahalli,12,1,0,0,14,25,23
hsr_layout,12,1,0,0,13,18,20
jp_nagar,12,1,0,0,11,16,20
electronic_city,12,1,0,0,10,15,13
hebbal,12,1,0,0,9,12,13
koramangala,13,1,0,0,18,25,32
indiranagar,13,1,0,0,15,27,25
whitefield,13,1,0,0,12,18,21
marathahalli,13,1,0,0,14,22,19
hsr_layout,13,1,0,0,13,18,23
jp_nagar,13,1,0,0,11,17,15
electronic_city,13,1,0,0,10,13,14
hebbal,13,1,0,0,9,11,11
koramangala,14,1,0,0,18,16,13
indiranagar,14,1,0,0,15,10,13
whitefield,14,1,0,0,12,10,4
marathahalli,14,1,0,0,14,12,10
hsr_layout,14,1,0,0,13,8,10
jp_nagar,14,1,0,0,11,9,8
electronic_city,14,1,0,0,10,6,10
hebbal,14,1,0,0,9,7,8
koramangala,15,1,0,0,18,13,13
indiranagar,15,1,0,0,15,11,10
whitefield,15,1,0,0,12,10,9
marathahalli,15,1,0,0,14,9,9
hsr_layout,15,1,0,0,13,9,9
jp_nagar,15,1,0,0,11,8,9
electronic_city,15,1,0,0,10,8,4
hebbal,15,1,0,0,9,6,7
koramangala,16,1,0,0,18,13,14
indiranagar,16,1,0,0,15,13,9
whitefield,16,1,0,0,12,9,10
marathahalli,16,1,0,0,14,9,11
hsr_layout,16,1,0,0,13,10,11
jp_nagar,16,1,0,0,11,9,6
electronic_city,16,1,0,0,10,7,8
hebbal,16,1,0,0,9,6,9
koramangala,17,1,0,0,18,12,13
indiranagar,17,1,0,0,15,10,11
whitefield,17,1,0,0,12,8,9
marathahalli,17,1,0,0,14,12,12
hsr_layout,17,1,0,0,13,8,8
jp_nagar,17,1,0,0,11,7,11
electronic_city,17,1,0,0,10,8,5
hebbal,17,1,0,0,9,5,6
koramangala,18,1,0,0,18,16,14
indiranagar,18,1,0,0,15,10,12
whitefield,18,1,0,0,12,10,7
marathahalli,18,1,0,0,14,11,9
hsr_layout,18,1,0,0,13,8,9
jp_nagar,18,1,0,0,11,9,9
electronic_city,18,1,0,0,10,6,8
hebbal,18,1,0,0,9,6,6
koramangala,19,1,0,0,18,35,25
indiranagar,19,1,0,0,15,33,35
whitefield,19,1,0,0,12,19,24
marathahalli,19,1,0,0,14,24,26
hsr_layout,19,1,0,0,13,21,24
jp_nagar,19,1,0,0,11,21,20
electronic_city,19,1,0,0,10,16,16
hebbal,19,1,0,0,9,14,14
koramangala,20,1,0,0,18,36,34
indiranagar,20,1,0,0,15,24,30
whitefield,20,1,0,0,12,19,19
marathahalli,20,1,0,0,14,26,26
hsr_layout,20,1,0,0,13,21,27
jp_nagar,20,1,0,0,11,16,20
electronic_city,20,1,0,0,10,16,19
hebbal,20,1,0,0,9,15,20
koramangala,21,1,0,0,18,32,38
indiranagar,21,1,0,0,15,32,24
whitefield,21,1,0,0,12,19,21
marathahalli,21,1,0,0,14,22,27
hsr_layout,21,1,0,0,13,23,23
jp_nagar,21,1,0,0,11,17,21
electronic_city,21,1,0,0,10,22,22
hebbal,21,1,0,0,9,17,16
koramangala,22,1,0,0,18,14,14
indiranagar,22,1,0,0,15,12,11
whitefield,22,1,0,0,12,10,7
marathahalli,22,1,0,0,14,12,10
hsr_layout,22,1,0,0,13,8,10
jp_nagar,22,1,0,0,11,9,10
electronic_city,22,1,0,0,10,8,7
hebbal,22,1,0,0,9,5,5
koramangala,23,1,0,0,18,16,12
indiranagar,23,1,0,0,15,12,12
whitefield,23,1,0,0,12,9,8
marathahalli,23,1,0,0,14,12,10
hsr_layout,23,1,0,0,13,8,8
jp_nagar,23,1,0,0,11,10,4
electronic_city,23,1,0,0,10,6,9
hebbal,23,1,0,0,9,6,6
koramangala,0,2,0,0,18,3,3
indiranagar,0,2,0,0,15,2,0
whitefield,0,2,0,0,12,2,1
marathahalli,0,2,0,0,14,2,0
hsr_layout,0,2,0,0,13,2,4
jp_nagar,0,2,0,0,11,2,0
electronic_city,0,2,0,0,10,2,2
hebbal,0,2,0,0,9,1,2
koramangala,1,2,0,0,18,3,1
indiranagar,1,2,0,0,15,3,1
whitefield,1,2,0,0,12,2,2
marathahalli,1,2,0,0,14,3,0
hsr_layout,1,2,0,0,13,2,2
jp_nagar,1,2,0,0,11,2,0
electronic_city,1,2,0,0,10,1,0
hebbal,1,2,0,0,9,2,0
koramangala,2,2,0,0,18,3,3
indiranagar,2,2,0,0,15,3,2
whitefield,2,2,0,0,12,2,1
marathahalli,2,2,0,0,14,3,3
hsr_layout,2,2,0,0,13,2,3
jp_nagar,2,2,0,0,11,2,1
electronic_city,2,2,0,0,10,1,1
hebbal,2,2,0,0,9,1,1
koramangala,3,2,0,0,18,3,0
indiranagar,3,2,0,0,15,3,3
whitefield,3,2,0,0,12,1,2
marathahalli,3,2,0,0,14,2,3
hsr_layout,3,2,0,0,13,2,0
jp_nagar,3,2,0,0,11,1,0
electronic_city,3,2,0,0,10,2,0
hebbal,3,2,0,0,9,1,1
koramangala,4,2,0,0,18,3,3
indiranagar,4,2,0,0,15,3,5
whitefield,4,2,0,0,12,2,1
marathahalli,4,2,0,0,14,3,1
hsr_layout,4,2,0,0,13,2,3
jp_nagar,4,2,0,0,11,1,2
electronic_city,4,2,0,0,10,2,3
hebbal,4,2,0,0,9,1,1
koramangala,5,2,0,0,18,4,1
indiranagar,5,2,0,0,15,3,0
whitefield,5,2,0,0,12,2,0
marathahalli,5,2,0,0,14,2,3
hsr_layout,5,2,0,0,13,2,3
jp_nagar,5,2,0,0,11,2,4
electronic_city,5,2,0,0,10,1,3
hebbal,5,2,0,0,9,1,2
koramangala,6,2,0,0,18,16,13
indiranagar,6,2,0,0,15,11,10
whitefield,6,2,0,0,12,10,9
marathahalli,6,2,0,0,14,12,11
hsr_layout,6,2,0,0,13,9,9
jp_nagar,6,2,0,0,11,7,9
electronic_city,6,2,0,0,10,9,6
hebbal,6,2,0,0,9,6,8
koramangala,7,2,0,0,18,17,23
indiranagar,7,2,0,0,15,19,16
whitefield,7,2,0,0,12,14,15
marathahalli,7,2,0,0,14,13,15
hsr_layout,7,2,0,0,13,18,14
jp_nagar,7,2,0,0,11,13,15
electronic_city,7,2,0,0,10,9,8
hebbal,7,2,0,0,9,12,10
koramangala,8,2,0,0,18,20,18
indiranagar,8,2,0,0,15,17,16
whitefield,8,2,0,0,12,15,13
marathahalli,8,2,0,0,14,19,17
hsr_layout,8,2,0,0,13,13,14
jp_nagar,8,2,0,0,11,14,8
electronic_city,8,2,0,0,10,13,10
hebbal,8,2,0,0,9,11,9
koramangala,9,2,0,0,18,22,24
indiranagar,9,2,0,0,15,16,16
whitefield,9,2,0,0,12,14,16
marathahalli,9,2,0,0,14,14,15
hsr_layout,9,2,0,0,13,17,16
jp_nagar,9,2,0,0,11,14,13
electronic_city,9,2,0,0,10,10,14
hebbal,9,2,0,0,9,10,13
koramangala,10,2,0,0,18,15,14
indiranagar,10,2,0,0,15,11,14
whitefield,10,2,0,0,12,8,5
marathahalli,10,2,0,0,14,12,8
hsr_layout,10,2,0,0,13,12,9
jp_nagar,10,2,0,0,11,8,5
electronic_city,10,2,0,0,10,8,3
hebbal,10,2,0,0,9,6,7
koramangala,11,2,0,0,18,28,30
indiranagar,11,2,0,0,15,20,26
whitefield,11,2,0,0,12,19,22
marathahalli,11,2,0,0,14,24,19
hsr_layout,11,2,0,0,13,17,19
jp_nagar,11,2,0,0,11,20,14
electronic_city,11,2,0,0,10,14,13
hebbal,11,2,0,0,9,12,14
koramangala,12,2,0,0,18,31,25
indiranagar,12,2,0,0,15,23,20
whitefield,12,2,0,0,12,22,19
marathahalli,12,2,0,0,14,19,17
hsr_layout,12,2,0,0,13,21,16
jp_nagar,12,2,0,0,11,20,17
electronic_city,12,2,0,0,10,18,18
hebbal,12,2,0,0,9,12,11
koramangala,13,2,0,0,18,32,31
indiranagar,13,2,0,0,15,22,26
whitefield,13,2,0,0,12,19,17
marathahalli,13,2,0,0,14,25,26
hsr_layout,13,2,0,0,13,21,22
jp_nagar,13,2,0,0,11,19,17
electronic_city,13,2,0,0,10,18,10
hebbal,13,2,0,0,9,16,14
